,y
9122,no
9123,no
9124,no
9125,no
9126,no
9127,no
9128,no
9129,no
9130,no
9131,no
9132,no
9133,no
9134,no
9135,no
9136,no
9138,no
9139,no
9140,no
9141,no
9142,no
9144,no
9145,no
9146,no
9147,no
9148,no
9149,yes
9150,no
9151,no
9153,no
9154,no
9155,no
9157,yes
9158,no
9159,no
9162,no
9164,no
9165,no
9167,no
9168,no
9169,no
9170,no
9174,no
9175,no
9176,no
9177,no
9178,no
9180,no
9181,no
9183,no
9184,no
9186,no
9187,no
9189,no
9191,no
9193,no
9194,no
9196,yes
9197,no
9198,no
9199,no
9200,no
9201,no
9203,yes
9204,yes
9205,no
9206,no
9207,no
9208,no
9209,no
9210,no
9211,no
9212,no
9213,no
9216,no
9217,no
9218,no
9220,no
9222,no
9223,no
9225,no
9226,no
9227,no
9228,no
9230,no
9231,no
9233,no
9235,no
9236,no
9238,no
9240,no
9242,no
9243,no
9244,no
9245,no
9247,no
9248,no
9249,no
9250,no
9252,no
9253,no
9254,no
9255,no
9257,no
9258,no
9259,no
9260,no
9262,no
9264,no
9265,no
9266,no
9268,no
9269,no
9270,no
9271,no
9272,no
9273,no
9274,no
9275,no
9276,yes
9277,no
9279,no
9280,no
9281,no
9283,no
9284,no
9286,no
9287,no
9290,no
9291,no
9293,no
9294,no
9295,no
9296,no
9297,no
9298,no
9299,no
9301,no
9302,no
9303,no
9304,no
9305,no
9307,no
9308,no
9309,no
9310,no
9311,no
9312,no
9313,no
9314,no
9315,no
9316,no
9317,no
9318,no
9319,no
9321,no
9322,no
9323,no
9324,no
9325,no
9326,no
9327,no
9328,no
9329,no
9330,no
9331,no
9334,no
9335,no
9338,yes
9339,no
9340,no
9343,no
9344,no
9345,no
9346,no
9347,no
9348,no
9352,no
9353,no
9355,no
9356,no
9357,no
9358,no
9359,no
9360,no
9361,no
9362,no
9363,no
9364,no
9366,no
9367,no
9368,no
9369,no
9370,no
9372,no
9373,no
9374,no
9376,no
9378,no
9380,no
9381,no
9382,no
9383,no
9384,no
9385,no
9386,no
9387,no
9388,no
9389,no
9390,no
9393,no
9394,no
9396,no
9397,no
9398,no
9399,no
9400,no
9401,no
9403,no
9404,no
9405,no
9407,no
9408,no
9409,no
9410,no
9411,no
9413,no
9414,no
9415,no
9416,no
9417,no
9418,no
9420,no
9421,no
9422,no
9423,no
9424,no
9427,no
9428,no
9429,no
9430,no
9431,no
9432,yes
9433,no
9435,no
9436,no
9437,no
9438,no
9440,no
9441,no
9443,no
9444,no
9445,no
9446,no
9447,yes
9448,no
9450,no
9451,no
9452,no
9453,no
9454,no
9456,no
9457,no
9458,no
9459,no
9461,no
9462,no
9463,no
9465,no
9466,no
9467,no
9468,no
9470,no
9471,no
9474,no
9475,no
9478,no
9479,no
9482,no
9483,no
9484,no
9485,no
9486,no
9487,no
9488,no
9489,no
9490,no
9491,no
9492,no
9493,no
9494,no
9495,no
9496,no
9497,no
9498,no
9499,no
9500,no
9501,no
9502,no
9503,no
9504,no
9506,no
9507,no
9509,no
9511,no
9512,no
9513,no
9515,no
9517,no
9518,no
9519,no
9520,no
9521,no
9523,no
9524,yes
9525,no
9526,no
9527,no
9529,no
9530,no
9532,no
9534,no
9535,no
9536,no
9539,no
9540,no
9541,no
9544,no
9545,no
9547,yes
9548,no
9549,no
9551,no
9552,no
9553,no
9554,no
9555,no
9556,no
9557,no
9559,no
9560,no
9562,no
9564,no
9565,no
9566,no
9567,no
9568,no
9569,no
9570,no
9571,no
9572,yes
9573,no
9574,no
9575,no
9577,no
9578,no
9579,no
9580,no
9581,no
9582,no
9583,no
9584,no
9585,yes
9586,no
9587,no
9588,no
9589,no
9590,no
9592,no
9593,no
9595,no
9596,no
9597,no
9598,no
9599,no
9600,no
9601,no
9602,no
9603,no
9604,no
9605,no
9606,no
9608,no
9609,no
9610,no
9612,no
9613,no
9614,no
9616,no
9617,no
9618,no
9619,no
9620,no
9621,no
9622,no
9623,no
9625,no
9626,no
9627,no
9628,no
9629,no
9630,no
9631,no
9633,no
9634,no
9635,no
9636,yes
9637,no
9638,no
9639,no
9640,no
9641,no
9642,no
9643,no
9644,no
9645,no
9646,no
9647,no
9648,no
9650,yes
9651,no
9652,no
9653,no
9654,no
9657,no
9659,no
9660,no
9661,no
9663,no
9664,no
9665,no
9666,no
9667,no
9668,no
9670,no
9671,no
9672,no
9673,no
9674,no
9676,no
9678,no
9679,no
9680,no
9681,no
9682,no
9683,no
9685,no
9686,no
9687,no
9688,no
9689,no
9690,no
9691,no
9692,no
9694,no
9695,no
9697,no
9698,no
9699,no
9700,no
9701,no
9702,no
9703,no
9704,no
9706,no
9708,yes
9709,no
9710,no
9711,no
9713,no
9714,no
9717,no
9718,no
9722,no
9723,no
9725,no
9726,no
9727,no
9728,no
9729,no
9730,no
9731,no
9732,no
9734,no
9735,no
9736,no
9738,no
9739,no
9741,yes
9743,no
9744,no
9745,no
9747,no
9749,no
9750,no
9751,no
9752,no
9753,no
9754,no
9755,no
9756,no
9757,no
9758,no
9760,no
9761,no
9762,no
9763,no
9764,no
9765,no
9766,no
9767,no
9768,no
9769,no
9770,no
9771,no
9773,no
9774,no
9775,no
9776,no
9777,no
9778,no
9779,no
9780,no
9781,no
9782,no
9783,no
9784,no
9785,no
9787,no
9789,no
9790,no
9791,no
9792,yes
9793,no
9794,no
9795,no
9796,yes
9797,no
9800,no
9801,no
9802,no
9803,no
9804,no
9805,no
9806,no
9807,no
9809,no
9810,no
9811,yes
9812,no
9813,no
9815,no
9817,no
9818,no
9819,no
9820,no
9821,no
9822,no
9823,no
9824,no
9826,no
9827,no
9828,no
9829,no
9830,no
9831,no
9832,no
9833,no
9834,no
9835,no
9836,no
9837,no
9838,no
9839,no
9840,yes
9841,yes
9842,no
9844,no
9845,no
9847,no
9848,no
9849,no
9851,no
9852,yes
9853,no
9855,no
9857,no
9858,no
9859,no
9861,no
9863,no
9864,no
9865,no
9866,no
9868,no
9869,no
9870,no
9871,no
9872,no
9874,no
9875,no
9877,no
9878,no
9880,no
9881,no
9882,no
9887,no
9888,no
9889,no
9890,no
9892,no
9893,yes
9894,no
9896,no
9897,no
9898,no
9899,no
9901,yes
9902,no
9904,yes
9905,no
9908,no
9909,no
9910,no
9912,no
9913,no
9915,no
9916,no
9917,no
9919,no
9920,no
9921,no
9922,no
9924,no
9925,no
9927,no
9928,no
9929,no
9930,no
9931,no
9932,no
9933,no
9934,no
9935,no
9936,no
9937,no
9939,no
9940,no
9941,no
9942,no
9944,no
9945,no
9946,no
9947,no
9948,no
9949,no
9950,no
9951,no
9952,no
9953,no
9954,no
9955,no
9956,no
9959,no
9961,no
9963,no
9964,no
9966,no
9968,no
9970,no
9971,no
9972,no
9973,no
9975,no
9976,no
9977,no
9978,no
9979,no
9980,no
9981,no
9983,no
9984,no
9985,no
9986,no
9987,no
9988,no
9989,no
9991,no
9993,no
9994,no
9995,no
9996,no
9998,yes
9999,no
10000,no
10002,no
10004,no
10005,no
10007,no
10008,no
10010,no
10011,no
10012,no
10013,no
10014,no
10015,no
10016,no
10017,no
10018,no
10019,no
10022,no
10024,no
10026,no
10027,no
10028,no
10030,no
10031,no
10032,no
10033,no
10034,yes
10035,no
10037,no
10038,no
10039,no
10040,no
10042,no
10043,no
10044,no
10045,no
10046,no
10047,no
10048,no
10049,yes
10050,no
10051,no
10052,no
10053,no
10054,no
10055,no
10056,no
10057,no
10058,no
10060,no
10062,no
10064,no
10065,no
10066,no
10067,no
10068,no
10069,no
10072,no
10073,no
10074,no
10075,no
10076,yes
10077,no
10078,no
10080,no
10081,no
10082,no
10084,no
10085,no
10086,no
10087,no
10088,no
10089,no
10090,no
10091,no
10092,no
10093,no
10094,no
10095,no
10096,no
10100,no
10101,no
10102,no
10103,no
10104,no
10105,no
10108,no
10109,no
10110,no
10111,no
10112,no
10113,no
10114,no
10115,no
10116,no
10117,no
10118,no
10119,no
10120,no
10121,no
10122,no
10123,no
10126,no
10127,no
10128,no
10129,no
10130,no
10132,no
10133,no
10134,yes
10135,no
10136,no
10138,no
10140,no
10141,no
10142,no
10143,no
10144,yes
10145,no
10146,no
10148,no
10149,no
10150,no
10151,no
10152,no
10153,no
10154,no
10155,no
10156,no
10157,yes
10158,yes
10159,no
10161,no
10162,yes
10163,no
10164,no
10165,no
10167,no
10168,no
10169,no
10170,no
10171,yes
10172,no
10174,no
10176,no
10177,no
10179,no
10182,no
10183,no
10184,yes
10185,no
10186,no
10187,no
10188,no
10190,no
10193,no
10194,no
10195,no
10196,no
10200,no
10202,no
10203,no
10205,no
10206,no
10207,no
10209,no
10210,no
10211,no
10212,no
10214,no
10215,no
10216,no
10217,no
10219,no
10220,no
10221,no
10222,no
10223,no
10225,no
10226,no
10227,yes
10228,no
10229,no
10230,no
10231,no
10233,no
10235,no
10236,no
10239,yes
10240,no
10241,no
10242,no
10243,no
10244,no
10245,no
10246,no
10247,yes
10248,no
10249,no
10250,no
10251,no
10252,no
10253,no
10254,yes
10255,no
10256,no
10257,no
10258,no
10259,no
10260,no
10262,no
10263,no
10264,no
10265,no
10266,no
10267,no
10268,no
10269,no
10270,no
10271,no
10272,no
10273,no
10274,no
10277,no
10278,no
10279,no
10280,no
10281,no
10282,no
10283,no
10284,no
10285,no
10287,no
10288,no
10289,no
10290,no
10291,no
10292,no
10294,no
10295,no
10296,no
10297,yes
10298,no
10299,yes
10300,no
10301,no
10302,no
10303,no
10304,no
10305,no
10306,no
10307,no
10308,no
10309,no
10310,no
10312,no
10313,no
10315,no
10316,no
10317,no
10319,no
10320,no
10321,no
10322,no
10323,no
10324,no
10325,no
10326,no
10327,no
10328,no
10329,no
10330,no
10331,no
10332,yes
10333,no
10334,no
10335,no
10336,no
10337,no
10338,no
10339,no
10340,no
10341,no
10342,no
10343,no
10344,no
10345,no
10348,no
10349,no
10350,no
10351,no
10353,yes
10354,no
10355,no
10356,no
10357,no
10358,no
10359,no
10360,no
10361,no
10362,no
10363,no
10364,no
10365,no
10366,no
10367,no
10368,no
10370,no
10371,no
10373,no
10374,no
10375,no
10376,no
10377,no
10378,no
10379,no
10380,no
10382,no
10383,no
10384,no
10385,no
10386,no
10387,no
10388,no
10389,no
10390,no
10391,no
10392,no
10393,no
10394,no
10395,no
10396,no
10397,no
10398,no
10399,no
10401,no
10402,yes
10403,no
10404,no
10407,no
10408,no
10410,no
10412,no
10414,no
10415,no
10416,no
10417,no
10419,no
10420,no
10421,no
10422,no
10423,no
10426,no
10427,no
10429,no
10431,no
10432,no
10434,no
10435,no
10436,no
10437,no
10438,no
10439,no
10440,no
10441,no
10444,no
10445,no
10447,no
10448,no
10449,no
10450,no
10453,no
10454,no
10455,no
10458,no
10460,no
10461,no
10463,no
10464,no
10465,no
10466,no
10468,no
10469,no
10470,no
10471,no
10472,no
10473,no
10474,no
10475,no
10477,no
10478,no
10479,no
10480,no
10481,no
10482,no
10483,no
10484,no
10486,no
10487,no
10488,no
10489,no
10491,no
10492,no
10494,no
10495,no
10496,no
10498,no
10499,no
10500,no
10501,no
10505,no
10506,no
10507,no
10508,no
10510,no
10511,no
10512,no
10514,no
10515,no
10516,no
10517,no
10519,no
10520,no
10521,no
10522,no
10523,no
10525,no
10526,no
10528,no
10529,no
10530,no
10531,no
10532,no
10534,no
10535,no
10536,no
10537,no
10538,no
10539,no
10540,no
10541,no
10542,no
10544,yes
10545,no
10547,no
10548,no
10549,no
10551,no
10552,no
10554,no
10555,no
10558,no
10560,no
10561,no
10562,no
10565,no
10567,no
10568,no
10569,no
10570,no
10571,no
10572,no
10573,no
10574,no
10576,no
10577,no
10578,no
10579,no
10580,no
10581,no
10582,no
10583,no
10584,no
10585,no
10587,no
10588,no
10592,no
10594,no
10595,no
10596,no
10597,no
10598,no
10599,no
10601,no
10602,no
10603,no
10604,no
10605,no
10606,no
10608,no
10609,no
10610,no
10611,no
10612,no
10615,no
10616,no
10617,no
10618,no
10619,no
10620,no
10621,no
10622,no
10623,no
10626,no
10628,no
10629,no
10630,no
10631,no
10634,no
10635,yes
10637,no
10638,no
10639,no
10640,no
10642,no
10644,no
10646,no
10647,no
10649,no
10650,no
10652,no
10653,no
10654,no
10655,no
10656,no
10657,no
10658,no
10659,yes
10660,no
10661,yes
10662,no
10664,no
10665,no
10667,no
10669,no
10670,no
10671,no
10672,no
10673,no
10675,no
10678,no
10680,no
10681,no
10683,no
10685,yes
10686,no
10688,no
10689,no
10691,no
10692,no
10693,no
10696,no
10697,no
10698,no
10699,no
10700,no
10701,no
10702,no
10703,no
10704,yes
10705,no
10707,yes
10709,no
10710,no
10711,no
10712,no
10713,no
10715,no
10717,no
10718,no
10719,no
10721,no
10722,no
10723,no
10725,no
10727,no
10729,no
10730,no
10731,no
10732,no
10735,no
10738,no
10739,no
10741,no
10743,no
10744,no
10745,no
10746,no
10747,no
10748,no
10749,no
10750,no
10751,no
10754,no
10755,no
10756,no
10757,no
10759,no
10761,no
10762,no
10763,no
10765,no
10766,no
10768,no
10769,no
10770,no
10771,no
10772,no
10774,no
10775,no
10777,no
10778,no
10779,no
10780,no
10781,no
10782,no
10783,no
10784,no
10785,no
10786,no
10787,no
10788,no
10789,no
10790,no
10791,no
10792,no
10793,no
10794,no
10796,no
10797,no
10798,no
10799,no
10800,no
10803,no
10804,no
10805,no
10806,no
10807,no
10808,no
10809,no
10811,no
10812,no
10814,no
10816,no
10817,no
10818,no
10819,no
10820,no
10824,no
10826,no
10827,no
10828,no
10829,no
10830,no
10832,no
10833,no
10835,yes
10837,no
10838,no
10839,no
10840,no
10841,no
10842,no
10843,no
10844,no
10845,no
10846,no
10847,no
10848,yes
10849,no
10851,no
10852,no
10853,no
10856,no
10857,no
10858,no
10859,no
10860,no
10862,no
10864,no
10865,yes
10866,no
10867,no
10868,no
10869,no
10870,no
10871,no
10872,no
10873,no
10874,no
10875,no
10876,no
10878,no
10879,no
10880,no
10881,no
10884,no
10885,no
10887,no
10888,no
10889,no
10891,no
10892,no
10894,no
10895,no
10897,no
10899,no
10901,no
10903,no
10904,no
10906,no
10907,yes
10908,no
10909,no
10910,no
10911,no
10912,no
10913,no
10914,no
10915,no
10916,yes
10917,no
10918,no
10920,no
10921,no
10923,no
10924,no
10925,no
10926,no
10927,no
10931,no
10932,no
10933,no
10934,no
10935,no
10936,yes
10937,no
10938,no
10939,no
10941,no
10943,no
10944,no
10945,no
10946,no
10947,no
10948,no
10949,no
10951,no
10953,no
10954,no
10958,no
10962,no
10963,no
10964,no
10965,no
10966,no
10967,no
10968,no
10969,no
10970,no
10971,no
10972,no
10973,no
10975,no
10976,no
10977,yes
10979,yes
10980,no
10981,yes
10982,no
10983,no
10984,no
10985,no
10986,no
10988,no
10990,no
10993,no
10994,no
10995,no
10998,no
10999,no
11002,no
11003,no
11004,no
11006,no
11007,no
11008,no
11009,no
11010,no
11011,no
11012,yes
11013,no
11014,no
11015,no
11016,yes
11017,no
11018,no
11019,no
11020,yes
11021,no
11022,no
11024,no
11025,no
11027,no
11028,no
11029,no
11030,no
11031,no
11032,no
11033,no
11036,no
11037,no
11038,no
11040,no
11042,no
11043,no
11044,no
11046,yes
11048,no
11049,no
11050,no
11051,no
11052,no
11053,no
11054,no
11055,no
11056,no
11057,no
11058,no
11060,no
11061,no
11063,no
11064,no
11065,no
11066,no
11068,no
11069,no
11070,yes
11071,no
11072,no
11073,no
11074,no
11076,no
11077,no
11078,no
11079,no
11080,no
11081,yes
11082,no
11083,no
11084,no
11085,no
11090,no
11091,no
11092,no
11094,no
11095,no
11096,no
11097,no
11099,no
11100,yes
11102,no
11103,no
11104,no
11106,no
11107,no
11108,no
11109,no
11110,no
11111,no
11113,no
11115,no
11116,no
11118,no
11119,no
11121,no
11122,no
11123,yes
11124,no
11125,no
11126,no
11127,no
11128,no
11130,no
11131,no
11132,no
11134,no
11136,no
11137,no
11139,no
11140,no
11141,no
11142,no
11143,no
11144,no
11145,no
11146,no
11148,no
11149,no
11151,no
11153,no
11154,no
11155,no
11156,no
11158,no
11159,no
11161,no
11162,no
11163,no
11165,no
11166,no
11167,no
11169,no
11170,no
11171,no
11172,yes
11175,no
11177,no
11178,no
11179,no
11180,no
11181,no
11182,no
11183,no
11184,no
11185,no
11186,no
11187,no
11188,no
11189,no
11193,no
11194,no
11196,no
11198,no
11200,no
11201,no
11202,no
11203,no
11204,no
11205,no
11207,no
11209,no
11211,no
11212,no
11213,no
11214,no
11215,no
11216,no
11217,no
11218,no
11221,no
11222,no
11224,no
11225,no
11226,no
11227,no
11228,no
11229,no
11230,yes
11231,no
11232,no
11235,no
11237,no
11239,no
11241,no
11242,no
11243,no
11245,no
11247,no
11248,no
11249,no
11250,no
11251,no
11252,no
11253,no
11254,no
11255,yes
11256,no
11257,no
11258,no
11259,no
11261,no
11263,no
11264,no
11265,no
11266,no
11267,no
11268,no
11269,no
11272,no
11273,no
11274,yes
11275,no
11276,no
11277,no
11280,no
11282,no
11284,no
11286,no
11288,no
11290,no
11291,no
11294,no
11295,no
11297,no
11298,no
11299,no
11300,no
11301,no
11302,no
11304,no
11305,no
11306,no
11308,no
11309,no
11310,no
11311,no
11312,no
11313,no
11314,no
11315,no
11316,no
11318,no
11319,no
11321,no
11324,no
11326,no
11327,no
11328,no
11329,no
11330,no
11331,no
11332,no
11333,no
11335,no
11336,no
11337,no
11338,no
11339,no
11340,no
11341,no
11342,no
11344,no
11345,yes
11346,yes
11351,no
11352,no
11354,no
11355,no
11356,no
11358,no
11359,no
11360,no
11361,no
11362,no
11363,no
11364,no
11365,no
11366,no
11367,no
11369,no
11371,no
11373,no
11374,no
11375,no
11376,no
11379,no
11380,no
11381,no
11382,no
11383,no
11387,no
11388,no
11389,no
11391,no
11392,no
11393,no
11396,no
11397,no
11399,no
11400,no
11401,no
11403,no
11404,no
11405,no
11408,no
11409,no
11410,no
11411,no
11413,no
11414,no
11415,no
11416,no
11417,yes
11418,no
11419,no
11420,no
11421,no
11422,no
11423,no
11424,no
11425,no
11426,no
11427,no
11428,no
11429,no
11430,no
11432,no
11434,no
11435,no
11437,no
11438,no
11440,no
11441,no
11442,no
11443,no
11445,no
11446,no
11447,no
11448,no
11449,yes
11450,yes
11451,no
11452,no
11453,no
11454,no
11457,no
11458,no
11459,no
11460,no
11461,no
11462,no
11464,no
11465,no
11466,no
11467,no
11468,no
11469,no
11470,no
11471,yes
11472,no
11473,no
11474,no
11475,no
11476,no
11478,no
11479,no
11480,no
11481,no
11482,no
11483,no
11484,no
11485,no
11487,no
11488,no
11490,no
11491,no
11493,no
11494,no
11495,no
11496,no
11497,no
11498,no
11499,no
11500,no
11501,no
11503,no
11505,no
11507,no
11508,no
11509,no
11510,no
11511,no
11513,no
11514,no
11515,no
11516,no
11517,no
11518,no
11519,no
11521,no
11522,no
11523,no
11524,no
11525,no
11527,no
11529,yes
11530,no
11531,no
11532,yes
11533,no
11534,no
11535,yes
11536,no
11537,no
11538,no
11540,no
11541,no
11542,no
11543,no
11545,no
11546,no
11548,no
11549,yes
11550,no
11551,no
11552,yes
11553,no
11554,no
11555,no
11556,yes
11557,no
11558,no
11559,no
11562,no
11564,no
11565,no
11567,yes
11568,no
11569,no
11570,no
11571,no
11572,no
11573,no
11574,no
11575,yes
11576,no
11577,no
11579,no
11580,no
11581,no
11582,no
11583,no
11584,no
11585,no
11588,no
11589,no
11590,no
11591,no
11592,no
11593,no
11595,no
11596,no
11598,no
11599,no
11600,no
11601,no
11602,no
11603,no
11604,no
11605,no
11606,no
11607,no
11608,no
11609,no
11610,no
11611,no
11612,no
11614,no
11615,no
11617,no
11619,no
11621,no
11622,no
11624,no
11625,no
11626,no
11627,no
11628,no
11630,no
11631,no
11632,no
11634,no
11635,no
11636,no
11637,no
11639,no
11641,no
11642,no
11643,no
11644,no
11646,no
11648,no
11649,no
11650,no
11652,no
11654,no
11655,no
11656,no
11658,no
11659,no
11661,no
11662,no
11663,no
11664,no
11666,no
11667,no
11669,no
11671,no
11674,no
11675,no
11676,no
11677,no
11678,no
11679,no
11680,no
11681,no
11682,no
11683,no
11684,no
11685,no
11686,no
11687,no
11688,no
11689,no
11690,yes
11691,no
11692,no
11693,no
11694,no
11695,no
11696,no
11697,no
11698,no
11699,no
11700,no
11701,no
11702,no
11704,no
11705,no
11706,no
11707,no
11709,no
11711,no
11712,no
11713,no
11714,no
11715,no
11716,yes
11717,yes
11718,no
11720,no
11721,no
11722,no
11724,no
11725,no
11726,no
11727,no
11728,no
11729,no
11731,no
11732,no
11734,no
11735,no
11736,no
11737,yes
11738,no
11739,no
11740,no
11741,no
11742,no
11744,no
11745,no
11746,no
11747,no
11748,no
11750,no
11751,no
11752,yes
11753,no
11755,no
11756,no
11758,no
11759,no
11760,no
11761,no
11762,no
11763,no
11764,no
11765,no
11766,no
11767,no
11768,no
11770,no
11771,no
11772,no
11773,no
11774,no
11775,no
11776,no
11777,no
11778,no
11779,no
11780,no
11781,no
11782,no
11783,no
11784,no
11785,no
11786,no
11787,no
11788,no
11789,no
11790,yes
11791,no
11792,no
11794,no
11796,no
11797,no
11799,no
11800,no
11802,no
11803,no
11804,no
11805,no
11807,no
11808,no
11809,no
11810,no
11812,no
11816,no
11818,no
11819,no
11820,no
11821,no
11822,no
11824,no
11825,no
11826,no
11827,no
11829,no
11830,no
11831,no
11833,no
11834,no
11835,no
11837,no
11838,no
11839,no
11840,no
11841,no
11842,no
11843,no
11844,no
11845,no
11846,no
11847,no
11848,no
11849,no
11850,no
11851,no
11852,no
11853,no
11854,no
11856,no
11858,no
11859,no
11861,no
11862,no
11863,no
11864,no
11866,no
11868,no
11869,no
11870,no
11871,no
11872,no
11873,no
11874,no
11875,no
11876,no
11877,no
11878,no
11879,no
11880,no
11882,no
11883,no
11884,no
11885,no
11886,no
11887,no
11890,no
11891,no
11894,no
11895,no
11896,no
11897,no
11898,no
11899,no
11900,no
11901,no
11902,no
11903,no
11904,no
11905,no
11906,no
11908,no
11909,no
11910,no
11911,no
11912,no
11913,no
11914,no
11915,no
11916,no
11918,no
11919,no
11920,no
11923,no
11924,no
11927,no
11928,no
11932,no
11933,yes
11934,no
11935,no
11936,yes
11937,yes
11938,no
11939,no
11940,no
11941,no
11942,no
11943,no
11945,no
11946,no
11948,no
11950,no
11951,no
11952,no
11953,no
11955,no
11956,no
11957,no
11958,no
11959,no
11960,no
11962,no
11963,no
11965,no
11966,no
11967,no
11968,no
11971,no
11972,no
11973,no
11974,no
11975,no
11976,no
11977,no
11978,no
11981,no
11983,no
11984,no
11985,no
11986,no
11988,no
11989,no
11990,no
11991,no
11993,no
11995,no
11996,no
11997,no
11998,no
11999,no
12000,no
12001,no
12002,yes
12003,no
12004,yes
12005,no
12006,no
12007,no
12008,no
12010,no
12011,no
12012,no
12013,no
12014,no
12016,no
12017,no
12018,no
12019,no
12021,no
12022,no
12023,yes
12024,no
12025,no
12026,no
12027,no
12028,no
12029,yes
12030,no
12031,no
12032,no
12033,no
12034,no
12035,no
12036,no
12039,yes
12041,yes
12042,no
12043,no
12044,no
12046,no
12048,no
12049,no
12050,no
12051,no
12052,no
12054,no
12055,no
12056,no
12057,yes
12058,no
12060,no
12061,no
12062,no
12063,no
12064,no
12065,no
12066,no
12067,no
12068,no
12069,no
12070,no
12071,no
12072,no
12074,no
12075,no
12076,no
12077,no
12078,no
12079,no
12080,no
12082,no
12083,no
12084,no
12085,no
12086,no
12087,no
12088,no
12089,no
12092,no
12093,no
12096,no
12097,no
12098,no
12099,no
12100,no
12101,no
12102,no
12104,no
12105,no
12106,no
12107,no
12108,no
12109,no
12111,no
12112,no
12113,no
12114,no
12116,no
12117,no
12118,no
12119,no
12122,no
12123,no
12124,no
12125,no
12126,no
12128,no
12129,no
12131,no
12132,no
12133,yes
12134,no
12135,no
12136,no
12137,no
12138,no
12139,yes
12140,no
12143,no
12145,no
12146,no
12147,no
12148,no
12149,no
12151,no
12153,no
12154,no
12155,no
12158,no
12159,no
12160,no
12161,no
12162,no
12163,no
12164,no
12167,no
12168,no
12169,no
12171,no
12172,no
12174,no
12175,no
12176,no
12178,no
12179,no
12180,no
12181,no
12182,no
12183,no
12184,no
12185,no
12186,no
12187,no
12189,no
12190,no
12191,yes
12194,no
12196,no
12197,no
12198,no
12199,no
12201,no
12202,no
12203,no
12204,no
12205,no
12206,no
12207,no
12208,no
12209,no
12210,no
12211,no
12212,no
12213,no
12214,no
12216,no
12217,no
12218,no
12219,no
12220,no
12221,no
12222,no
12223,no
12224,no
12225,no
12231,no
12232,no
12233,no
12235,no
12236,no
12237,no
12238,no
12240,no
12241,no
12242,no
12243,no
12245,no
12248,no
12249,no
12252,no
12254,no
12255,no
12257,no
12258,no
12259,no
12260,no
12262,no
12263,no
12264,yes
12265,no
12267,no
12270,no
12271,no
12272,no
12273,no
12279,no
12280,no
12281,no
12282,no
12283,no
12284,no
12285,no
12286,no
12287,no
12288,no
12289,no
12290,no
12291,no
12292,no
12293,no
12295,no
12296,no
12297,no
12298,no
12300,no
12301,no
12302,no
12303,no
12304,no
12306,no
12307,no
12308,no
12309,no
12310,no
12311,no
12312,no
12313,no
12314,no
12315,no
12316,no
12317,no
12318,no
12319,no
12320,no
12321,no
12323,no
12324,no
12325,no
12326,no
12327,no
12328,no
12329,no
12331,no
12332,no
12333,no
12335,no
12336,no
12337,no
12338,no
12339,no
12340,no
12341,no
12342,no
12343,no
12344,no
12346,no
12349,no
12350,no
12351,no
12352,no
12353,no
12354,no
12355,no
12356,no
12357,no
12358,no
12359,no
12360,no
12362,no
12363,no
12364,no
12365,no
12366,no
12369,no
12370,no
12371,no
12373,no
12376,no
12377,no
12378,no
12379,no
12380,no
12382,no
12383,no
12384,yes
12385,yes
12387,yes
12388,no
12389,no
12390,no
12391,no
12392,no
12393,no
12394,no
12395,no
12396,no
12397,no
12400,no
12401,no
12402,no
12404,no
12405,no
12406,no
12407,no
12408,no
12410,no
12411,no
12412,no
12413,no
12414,no
12415,no
12417,no
12418,no
12420,no
12421,no
12422,no
12423,no
12424,no
12425,yes
12426,no
12427,no
12429,no
12431,no
12432,no
12433,yes
12434,no
12435,no
12438,no
12440,no
12442,no
12443,no
12444,no
12445,no
12446,no
12447,no
12450,no
12451,no
12452,no
12453,no
12455,yes
12457,no
12458,yes
12459,no
12460,no
12461,yes
12462,no
12463,no
12464,no
12465,no
12466,yes
12467,yes
12468,no
12470,no
12471,no
12472,no
12473,no
12474,no
12475,no
12476,no
12477,no
12478,no
12479,no
12481,no
12482,no
12484,no
12486,no
12487,no
12488,no
12490,no
12491,no
12492,no
12493,no
12494,no
12495,no
12498,no
12499,no
12500,no
12501,yes
12502,no
12503,no
12504,no
12506,yes
12507,no
12508,no
12510,no
12511,no
12512,no
12513,no
12514,no
12515,no
12516,no
12517,no
12518,no
12519,no
12521,no
12522,no
12523,no
12524,no
12525,no
12526,yes
12527,no
12528,no
12529,no
12530,no
12531,no
12532,no
12534,no
12535,no
12536,no
12537,no
12538,no
12539,no
12540,no
12542,no
12543,no
12544,no
12545,no
12546,no
12548,no
12549,no
12551,no
12552,no
12554,no
12555,no
12556,no
12558,no
12559,no
12560,no
12561,no
12562,no
12563,no
12564,no
12565,yes
12566,no
12567,no
12568,yes
12569,no
12571,no
12572,no
12573,no
12574,no
12575,no
12576,no
12577,no
12582,no
12583,no
12584,no
12585,no
12586,yes
12587,no
12588,no
12589,no
12591,no
12592,no
12593,no
12594,no
12596,no
12597,no
12598,no
12599,no
12602,no
12605,yes
12607,no
12609,no
12610,no
12612,no
12613,no
12614,no
12615,no
12616,no
12617,no
12618,no
12619,no
12620,no
12621,no
12622,no
12623,no
12624,no
12625,no
12627,no
12628,no
12629,no
12630,no
12631,no
12632,no
12633,no
12634,no
12635,no
12636,no
12638,no
12639,no
12640,no
12641,no
12642,no
12643,no
12644,no
